text,timestamp,source,url,ticker,company_names
Mondayâ€™s Watch1 $AMZN $GOOGL $FB $AAPL $AMD $BIDU $BABA $BTC.X $ETH.X $BIIB $CELG $GILD $INTC $JD $ARQL $ARRY $ARWRâ€¦ https://t.co/Ku6wqg8ECi,Mon Jul 09 03:28:01 +0000 2018,mchaudhry82,https://twitter.com/i/web/status/1016162026408828928,,
REVERSE MERGER TWEET $qqq $aapl $tvix $veon $csco $siri $rook $mu $msft $fb $sqqq $intc $cmcsa $amat $nvda $sgmoâ€¦ https://t.co/evp23dqMFp,Mon Jul 09 05:08:32 +0000 2018,OneOClockDrop,https://twitter.com/i/web/status/1016187324680376321,,
Swing Trading - Watchlist this week - Chart CandleGlance   $IPGP $VRNS $ANET $MDB $TIF $OLLI $EXPD $EA $KMG $HDâ€¦ https://t.co/YNU9j6qS1j,Mon Jul 09 05:08:38 +0000 2018,amoghp88,https://twitter.com/i/web/status/1016187350890606592,,
REVERSE MERGER TWEET $PTEN $NWL $TJX $EPD $TBT $NE $TAL $SPXS $MXIM $WELL $MMM $SRC $CSX $KBR $MHK $ODP $MHK $SRCâ€¦ https://t.co/Pf7doc6AWB,Mon Jul 09 05:10:52 +0000 2018,OneOClockDrop,https://twitter.com/i/web/status/1016187912180776960,,
"RT SeekingAlpha ""$BWP $NS $SMLP $MMP $BPL $BKEP $CEQP $NSH $PAGP $OKE $SEMG $TGE $ENB $IPPLF $PPL $KEY $BIP $TOOâ€¦ https://t.co/lNIawBTBLF",Mon Jul 09 07:00:43 +0000 2018,CNBCTradersFan,https://twitter.com/i/web/status/1016215554338840577,,
"RT SeekingAlpha ""$AAN $AAPL $ABBV $ADM $AFL $ALLE $AM $AMGP $AMP $AMT $ANDX $AON $AOS $APD $APOG $AQN $AVGO $AYâ€¦ https://t.co/qQHyDckKJR",Mon Jul 09 07:00:49 +0000 2018,CNBCTradersFan,https://twitter.com/i/web/status/1016215579886223361,,
$AON @ApolloMinerals provide yet more compelling evidence that Salau is one of the highest quality #Tungsten #Minesâ€¦ https://t.co/VTbZPyMT3p,Mon Jul 09 07:31:41 +0000 2018,Alan__Green,https://twitter.com/i/web/status/1016223348278333441,,
Critical Survey: Nelnet $NNI vs. SLM $SLM https://t.co/SPbSRElqCr,Mon Jul 09 07:42:36 +0000 2018,TheMarketsDaily,http://zpr.io/6TR99,,
Laboratory Corp. of America $LH versus InVitae $NVTA Critical Contrast https://t.co/6KkkoDsQwA,Mon Jul 09 07:53:30 +0000 2018,ThisLincolnian,http://thelincolnianonline.com/?p=2171751,,
Comparing C.H. Robinson Worldwide $CHRW &amp; Expeditors International of Washington $EXPD https://t.co/XULl9cysKe,Mon Jul 09 07:56:31 +0000 2018,ledgerzette,http://ledgergazette.com/?p=2814592,,
Wells Fargo &amp; Co Analysts Give SLM $SLM a $14.00 Price Target https://t.co/BQdU2FCXKO,Mon Jul 09 07:57:31 +0000 2018,dispatchtribune,http://dispatchtribunal.com/?p=2042082,,
SLM $SLM PT Set at $14.00 by Wells Fargo &amp; Co https://t.co/jwXmquwYCk,Mon Jul 09 07:58:36 +0000 2018,OlympiaReport,http://theolympiareport.com/?p=912567,,
Stericycle $SRCL Stock Rating Upgraded by Zacks Investment Research https://t.co/LMJvT2eQUT,Mon Jul 09 07:59:19 +0000 2018,dailypoliticaln,http://www.dailypolitical.com/?p=2190154,,
Stericycle $SRCL Lifted to â€œBuyâ€ at Zacks Investment Research https://t.co/DVT9pzN5pT,Mon Jul 09 07:59:22 +0000 2018,TickerReport,http://tickerreport.com/?p=3623821,,
Btw Estimated #Earnings Per Share for $IP is $1.14 it's 2.18% of the current price https://t.co/uUIF7IZDOj,Mon Jul 09 08:03:03 +0000 2018,1MinuteStock,https://unicornbay.com/t/IP.US?utm_medium=tweet&utm_campaign=eps&utm_source=twitter,,
Mettler-Toledo International $MTD &amp; Quanterix $QTRX Head-To-Head Analysis https://t.co/jVGZA2xIwN,Mon Jul 09 08:15:03 +0000 2018,TickerReport,http://tickerreport.com/?p=3623860,,
Head-To-Head Comparison: Quanterix $QTRX vs. Mettler-Toledo International $MTD https://t.co/CfcywwJb6D,Mon Jul 09 08:18:33 +0000 2018,WatchlistN,http://zpr.io/6TRJb,,
Nuance Communications $NUAN Upgraded by ValuEngine to â€œSellâ€ https://t.co/jP1NX6fVJD,Mon Jul 09 08:23:24 +0000 2018,TickerReport,http://tickerreport.com/?p=3623882,,
